,Date,Item,Issue,Nb_affected_models,Category,Published by,Audience,Recall type,Recall class,Year,Month,Recall Category
166,2022-12-15,Leukosure Enumeration Kit,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,December,Health product
167,2022-12-15,Medline Packs,Performance Issue,3.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,December,Health product
168,2022-12-15,Heartstart Defibrillation Pads,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,December,Health product
169,2022-12-15,Flourimax suspension: Out of specification,Product Quality,2.0,Natural Health Products,Health Canada,General Public,health product recall,Type III,2022,December,Health product
170,2022-12-14,Ortho Connect,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,December,Health product
171,2022-12-14,Alinity M Resp-4-Plex Amplification (Amp) Kit (Ce),Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,December,Health product
172,2022-12-14,Battery Mobile X-Ray Systems Soltus,Performance Issue,3.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,December,Health product
173,2022-12-14,VENTANA PD-L1 (SP142),Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,December,Health product
174,2022-12-14,Med-Rx Universal Anesthesia Kits,Labelling And Packaging,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,December,Health product
175,2022-12-14,Allergenic extract non pollens (Peanut allergy): False negative for skin test,Product Quality,2.0,Biologic Or Vaccine,Health Canada,General Public,health product recall,Type I,2022,December,Health product
176,2022-12-14,18F-Fludeoxyglucose (18F-FDG); Sterility concerns,Product Quality,2.0,Drugs,Health Canada,General Public,health product recall,Type III,2022,December,Health product
177,2022-12-13,Medline Custom Procedure Packs - Sterile Blades,Labelling And Packaging,29.0,Medical Device,"Medline Industries, LpThree Lakes Drive, Northfield, Illinois, United States, 60093",Healthcare Professionals,health product recall,Type II,2022,December,Health product
178,2022-12-13,Oncentra Brachy,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,December,Health product
179,2022-12-13,Evolut Pro+ Transcatheter Aortic Valve,Labelling And Packaging,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2022,December,Health product
180,2022-12-13,Medtronic Nonabsorbable Sutures,Sterility Issue,11.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2022,December,Health product
181,2022-12-09,Novum Iq Large Volume Pump (LVP),Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2022,December,Health product
182,2022-12-09,COMIRNATY Original & Omicron BA.4/BA.5 Bivalent Vaccine with English-only Vial and Carton Labels: New Formulation for Use in Children 5 to Less Than 12 Years of Age,Labelling And Packaging,7.0,Biologic Or Vaccine,Health Canada,Healthcare Professionals,health professional risk communication,,2022,December,Health product
183,2022-12-08,Now Kids Vitamin D-3: Out of Specification,Product Quality,2.0,Natural Health Products,Health Canada,General Public,health product recall,Type I,2022,December,Health product
184,2022-12-06,NAT-Bendamustine: Discoloration,Product Quality,2.0,Drugs,Health Canada,General Public,health product recall,Type II,2022,December,Health product
185,2022-12-05,OCALIVA (obeticholic acid) – New Contraindication for the Treatment of Primary Biliary Cholangitis (PBC) ,Important Safety Information,1.0,Drugs,Health Canada,Healthcare Professionals,health professional risk communication,,2022,December,Health product
186,2022-12-05,Tums Peppermint Regular Strength Tablets: Foreign matter,Other,2.0,Natural Health Products,Health Canada,General Public,health product recall,Type II,2022,December,Health product
187,2022-12-02,Sensis Vibe,Software/Mechanical/Electrical/Manufacturing Defect,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,December,Health product
188,2022-12-02,Vitros ECi Immunodiagnostic Intact PTH Reagent,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,December,Health product
189,2022-12-02,BBL™ Chocolate II Agar,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,December,Health product
190,2022-12-02,Revaclear 400 Dialyzer; Revaclear 300 Dialyzer,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,December,Health product
191,2022-12-01,Tracoe Experc Percut Dilation Sets,Performance Issue,8.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,December,Health product
192,2022-12-01,BD Alaris Large Volume Pump,Software/Mechanical/Electrical/Manufacturing Defect,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,December,Health product
193,2022-12-01, Privigen: Series of adverse reactions,Increased Risk Or New Adverse Events,2.0,Drugs,Health Canada,General Public,health product recall,Type II,2022,December,Health product
194,2022-11-30,TUMS Peppermint Regular Strength tablets: One lot recalled due to contamination,Microbial Contamination/Contamination,2.0,Natural Health Products,Health Canada,General Public,public advisory,,2022,November,Health product
195,2022-11-25,Ortho Optix™ Reader,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,November,Health product
196,2022-11-25,Power-Pro 2,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
197,2022-11-25,T2100 Treadmill,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
198,2022-11-25,Aquac Uno H Reverse Osmosis System - Main Unit,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
199,2022-11-25,PDS (Polydioxanone) Monofilament Suture,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
200,2022-11-25,Irispec Ca/Cb/Cc,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
201,2022-11-24,Jamshidi Bone Marrow Biopsy/Aspiration Needle,Labelling And Packaging,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
202,2022-11-24,3M™ Steri-Drape™ Surgical Drapes Packs,Performance Issue,23.0,Natural Health Products,Health product - Medical device - General hospital and personal use,Healthcare Professionals,health product recall,Type II,2022,November,Health product
203,2022-11-24,Magec 2 Device,Sterility Issue,3.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
204,2022-11-24,Autocat 2 Systems,Performance Issue,4.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2022,November,Health product
205,2022-11-24,Modified Saf Transport ,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
206,2022-11-24,Vivid Ultrasound Systems,Performance Issue,11.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
207,2022-11-21,Teva-Atenolol; Product label image incorrect,Labelling And Packaging,2.0,Drugs,Health Canada,General Public,health product recall,Type III,2022,November,Health product
208,2022-11-18,SPIKEVAX Bivalent (Original / Omicron BA.4/5) (elasomeran/davesomeran) COVID-19 Vaccine with English-only Vial and Carton Labels ,Labelling And Packaging,1.0,Biologic Or Vaccine,Health Canada,Healthcare Professionals,health professional risk communication,,2022,November,Health product
209,2022-11-15,Allergenic extract non pollens (Peanut allergy): False negative for skin test,Product Quality,2.0,Biologic Or Vaccine,Health Canada,General Public,health product recall,Type I,2022,November,Health product
210,2022-11-14,Safety Cartridge Sterile,Sterility Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,November,Health product
211,2022-11-14,Trackmaster Treadmills,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
212,2022-11-14,Ranger Blood/Fluid Warming Systems,Performance Issue,3.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,November,Health product
213,2022-11-14,Permanent Life Support Set,Sterility Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
214,2022-11-14,Easystand Bantam,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
215,2022-11-14,Single Use Oats Set,Software/Mechanical/Electrical/Manufacturing Defect,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
216,2022-11-14,V. Mueller Bipolar Forceps,Labelling And Packaging,3.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,November,Health product
217,2022-11-10,Neo-Fit Neonatal Endotracheal Tube Grip,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
218,2022-11-10,Enduracharge 36v Li-Ion Battery,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
219,2022-11-10,Pinnacle and Cirrus Ceiling Lift,Performance Issue,3.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
220,2022-11-10,Progressa (Frame),Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,November,Health product
221,2022-11-10,2.5mm Lifeport Adapters and Patient Circuit Kits,Performance Issue,3.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
222,2022-11-10,Custom-Pak™ Ophthalmic Surgery Procedure Pack,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,November,Health product
223,2022-11-09,Emblem MRI S-ICD PG,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
224,2022-11-09,Liberator Stationary Liquid Oxygen Device,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
225,2022-11-09,Fotofinder ATBM Master,Unauthorized Products/Device,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
226,2022-11-03,Baxter Corporation; leaks of intravenous bags,Product Quality,3.0,Natural Health Products,Health Canada,General Public,health product recall,Type I,2022,November,Health product
227,2022-11-02,Da Vinci Xi/X Sureform 45/60 Stapler,Performance Issue,3.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
228,2022-11-02,Extension Table Top,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,November,Health product
229,2022-11-02,Unlicensed ozone saunas may pose serious health risks to users and anyone in close proximity,Product Safety,1.0,Medical Device,Health Canada,General Public,public advisory,,2022,November,Health product
230,2022-11-01,"Canadian labelling for all JAK inhibitors to include risks of serious heart-related problems, fatal blood clots and cancer",Labelling And Packaging,7.0,Drugs,Health Canada,Healthcare Professionals,public advisory,,2022,November,Health product
