,Date,Item,Issue,Nb_affected_models,Category,Published by,Recall type,Audience,Year,Month,Recall Category
148,2022-08-22,Tootsie Baby Water-Filled Teethers and Teether Keys recalled due to microbial contamination,Microbial Hazard,3.0,Other,Health Canada,consumer product recall,General Public,2022,August,Consumer product
149,2022-08-17,Mera Cannabis recalls one lot of Ellevia THC Light 4:1 cannabis extract,Labelling And Packaging,2.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2022,August,Consumer product
150,2022-08-17,Makita LXT Cordless Hedge Trimmer Recalled due to Laceration and Injury Hazards,Injury Hazard,1.0,Appliances,Health Canada,consumer product recall,General Public,2022,August,Consumer product
151,2022-08-17,Truss Limited Partnership recalls three lots of XMG Cola edible cannabis,Labelling And Packaging,4.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2022,August,Consumer product
152,2022-08-17,Various Corded Window Coverings recalled due to strangulation and choking hazards to children,Choking Hazard,76.0,Household Items,Health Canada,consumer product recall,General Public,2022,August,Consumer product
153,2022-08-16,Various Bouclair blinds recalled due to strangulation and choking hazard for children,Choking Hazard,206.0,Household Items,Health Canada,consumer product recall,General Public,2022,August,Consumer product
154,2022-08-15,4moms MamaRoo and RockaRoo infant swings and rockers recalled due to Non-Occupant Strangulation Hazard ,Strangulation Hazard,2.0,Household Items,Health Canada,consumer product recall,General Public,2022,August,Consumer product
155,2022-08-10,ST. CHARLES Top-Down Bottom-Up Cordless Cellular Shade recalled due to potential strangulation and choking hazards to children,Choking Hazard,43.0,Household Items,Health Canada,consumer product recall,General Public,2022,August,Consumer product
156,2022-08-10,Safdie & Co. Home – Premium Day & Night Zebra Roller Blind Dual Layer Shades recalled due to potential strangulation hazard,Strangulation Hazard,3.0,Household Items,Health Canada,consumer product recall,General Public,2022,August,Consumer product
157,2022-08-10,Magic Resin Table Top & Art Epoxy Resin Product recalled due to improper labelling and lack of child-resistant packaging,Chemical Hazard,2.0,Chemicals,Health Canada,consumer product recall,General Public,2022,August,Consumer product
158,2022-08-09,"For Living 1"" Light Filtering Cordless Blinds recalled due to strangulation and choking hazards",Choking Hazard,18.0,Household Items,Health Canada,consumer product recall,General Public,2022,August,Consumer product
159,2022-08-09,Silicone Baby Mirror Toy Bear Activity Toy recalled due to Laceration Hazard ,Laceration Hazard,4.0,Toys And Games,Health Canada,consumer product recall,General Public,2022,August,Consumer product
160,2022-08-05,Art Coat Resin Kit recalled due to lack of appropriate labelling and child-resistant packaging,Chemical Hazard,4.0,Chemicals,Health Canada,consumer product recall,General Public,2022,August,Consumer product
161,2022-08-05,Primal Patties for Dogs Beef Formula recalled due to Listeria monocytogenes,Microbial Hazard,2.0,Pet Care/Food,Health Canada,consumer product recall,General Public,2022,August,Consumer product
162,2022-08-05,Updated: Vortex Cannabis Inc. recalls one lot of VORTEX 10 SOUR THC JELLY DROPS 10 MG THC PER DROP edible cannabis and one lot of VORTEX 10 MIXED BERRY JELLY DROPS 10MG THC edible cannabis (Updated on 2022-08-05),Labelling And Packaging,3.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2022,August,Consumer product
163,2022-08-04,DEWALT 12-inch Sliding Compound Miter Saws recalled due to Laceration Hazard ,Laceration Hazard,4.0,Tools And Accessories,Health Canada,consumer product recall,General Public,2022,August,Consumer product
164,2022-08-01,Cozy Flame CA Tabletop Fire Pits recalled due to due to lack of appropriate labelling and hazard information ,Burn Hazard,5.0,Chemicals,Health Canada,consumer product recall,General Public,2022,August,Consumer product
165,2022-07-28,PIEPS and Black Diamond Avalanche Transceivers and Beacons recalled due to risk of search function loss during emergencies,Injury Hazard,11.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2022,July,Consumer product
166,2022-07-28,Powercom/Milcom Underwater Wireless Diver Units  recalled due to Fire Hazard ,Fire Hazard,1.0,Electronics,Health Canada,consumer product recall,General Public,2022,July,Consumer product
167,2022-07-28,Aesop Post-Poo Drops and various Aesop Oil Burner Blends recalled due to lack of child-resistant packaging and hazard labelling,Aspiration Hazard,10.0,Chemicals,Health Canada,consumer product recall,General Public,2022,July,Consumer product
168,2022-07-28,NUK First Choice Glass Baby Bottles Recalled due to Lead in Excess of Allowable Limit ,Chemical Hazard,3.0,Other,Health Canada,consumer product recall,General Public,2022,July,Consumer product
169,2022-07-28,Expanded Recall: Daikin Comfort Technologies Manufacturing Expands Recall of Evaporator Coil Drain Pans to Include Those Installed with Non-Condensing Gas Furnaces due to Fire Hazard ,Fire Hazard,3.0,Appliances,Health Canada,consumer product recall,General Public,2022,July,Consumer product
170,2022-07-28,Kidoozie Brand Play Tents recalled due to Potential Flammability Hazard ,Flammability Hazard,8.0,Toys And Games,Health Canada,consumer product recall,General Public,2022,July,Consumer product
171,2022-07-27,Health Canada warns LIKCO Baby Walker may pose an injury hazard,Injury Hazard,1.0,Household Items,Health Canada,consumer product advisory,General Public,2022,July,Consumer product
172,2022-07-27,Purileaf Brands Corporation recalls eight lots of NightNight Pomegranate Sunset CBN+CBD Shot edible cannabis due to potential presence of dangerous bacteria,Microbial Hazard,2.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2022,July,Consumer product
173,2022-07-20,The Better Shade Shroud Model #SHROUD002 recalled due to choking hazard to children ,Choking Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2022,July,Consumer product
174,2022-07-18,Petilou Sensory Shapes by Le Toy Van recalled due to potential choking hazard ,Choking Hazard,3.0,Toys And Games,Health Canada,consumer product recall,General Public,2022,July,Consumer product
175,2022-07-18,"Player’s, Player’s Smooth and Player’s Original, Regular Size, 20 and 25 cigarettes recalled due to Fire Hazard ",Fire Hazard,23.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2022,July,Consumer product
176,2022-07-15,Health Canada warns consumers that Fisher-Price Infant-to-Toddler and Newborn-to-Toddler Rockers should not be used for sleep,Injury Hazard,1.0,Household Items,Health Canada,public advisory,General Public,2022,July,Consumer product
177,2022-07-14,Cabela’s Outfitter and Big Horn tents recalled due to smoke inhalation hazard,Injury Hazard,7.0,Outdoor Living,Health Canada,consumer product recall,General Public,2022,July,Consumer product
178,2022-07-13,Cyme-Tech Low Profile Murphy Bed recalled due to tip-over and entrapment hazards,Entrapment Hazard,5.0,Household Items,Health Canada,consumer product recall,General Public,2022,July,Consumer product
179,2022-07-13,"Vichy LiftActiv Peptide-C Ampoules, 1.8ml recalled due to laceration hazard",Laceration Hazard,5.0,Beauty And Personal Care,Health Canada,consumer product recall,General Public,2022,July,Consumer product
180,2022-07-12,Arlo Blinds Cordless Lift Bamboo Shade recalled due to potential strangulation hazard to children  ,Strangulation Hazard,5.0,Household Items,Health Canada,consumer product recall,General Public,2022,July,Consumer product
181,2022-07-07,John Deere Lawn Tractors recalled due to injury hazard,Injury Hazard,6.0,Other,Health Canada,consumer product recall,General Public,2022,July,Consumer product
182,2022-07-07,Scholastic Canada The Shake Look Touch book recalled due to choking hazard ,Choking Hazard,3.0,Toys And Games,Health Canada,consumer product recall,General Public,2022,July,Consumer product
183,2022-07-05,PADERNO 1.7 Qt Glass Square Baking Dish with Lid recalled due to Injury Hazards ,Injury Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2022,July,Consumer product
184,2022-07-05,Horizontal Venetian Slat Light Filtering Mini Window Blinds recalled due to potential strangulation and choking hazards to children,Choking Hazard,3.0,Household Items,Health Canada,consumer product recall,General Public,2022,July,Consumer product
185,2022-06-30,LAARS Mini-Therm JX Gas-Fired Boilers Recalled Due to Carbon Monoxide Poisoning Hazard ,Poisoning Hazard,2.0,Household Items,Health Canada,consumer product recall,General Public,2022,June,Consumer product
186,2022-06-24,Brite Blinds Brand 2” SafeCordTM Fauxwood blinds recalled due to potential strangulation hazard to children,Strangulation Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2022,June,Consumer product
187,2022-06-23,SunVilla 10 foot Solar LED Market Umbrella recalled due to fire hazard ,Fire Hazard,11.0,Household Items,Health Canada,consumer product recall,General Public,2022,June,Consumer product
188,2022-06-23,The Children’s Place Baby Boy Rompers Recalled due to Choking Hazard ,Choking Hazard,5.0,Clothing And Accessories,Health Canada,consumer product recall,General Public,2022,June,Consumer product
189,2022-06-23,Coda Pendant light fixture by Tech Lighting recalled due to risk of impact injury ,Injury Hazard,7.0,Household Items,Health Canada,consumer product recall,General Public,2022,June,Consumer product
190,2022-06-17,Bugaboo Stardust Play Yard's Bassinet Inlay recalled due to potential suffocation hazard,Physical Hazard,4.0,Household Items,Health Canada,consumer product recall,General Public,2022,June,Consumer product
191,2022-06-17,Wonder & Wise Baby Activity Push Walker recalled due to strangulation hazard,Strangulation Hazard,5.0,Toys And Games,Health Canada,consumer product recall,General Public,2022,June,Consumer product
192,2022-06-17,The California Beach Co. Pop N’ Go Playpen recalled due to flammability and entrapment hazards,Entrapment Hazard,5.0,Household Items,Health Canada,consumer product recall,General Public,2022,June,Consumer product
193,2022-06-16,Various Square D Plug on Neutral (PON) Loadcentres by Schneider Electric recalled due to potential fire hazard,Fire Hazard,56.0,Tools And Accessories,Health Canada,consumer product recall,General Public,2022,June,Consumer product
194,2022-06-16,WarmWave and Hunter Oscillating Ceramic Tower Heaters recalled due to fire hazard,Fire Hazard,1.0,Electronics,Health Canada,consumer product recall,General Public,2022,June,Consumer product
195,2022-06-16,Shop LC Personal Electric Space Heaters recalled due to Fire and Burn Hazard ,Burn Hazard,5.0,Household Items,Health Canada,consumer product recall,General Public,2022,June,Consumer product
196,2022-06-15,ALLEN + ROTH Cellular Shades recalled due to potential choking hazard for children,Choking Hazard,7.0,Household Items,Health Canada,consumer product recall,General Public,2022,June,Consumer product
197,2022-06-14,Multi-Function Emergency Tool recalled due to potential product failure during an emergency ,Other,4.0,Other,Health Canada,consumer product recall,General Public,2022,June,Consumer product
198,2022-06-10,Exothermic Designs Concrete Tabletop Fire Pits recalled due to lack of appropriate labelling and hazard information,Other,4.0,Chemicals,Health Canada,consumer product recall,General Public,2022,June,Consumer product
199,2022-06-09,Spirit Halloween 48” Black Light Fixture with Bulb recalled due to potential fire and burn hazard,Fire Hazard,2.0,Electronics,Health Canada,consumer product recall,General Public,2022,June,Consumer product
200,2022-06-09,Activity Loops recalled due to choking hazard,Choking Hazard,2.0,Toys And Games,Health Canada,consumer product recall,General Public,2022,June,Consumer product
201,2022-06-09,"Expanded Recall: Viceroy Smooth (Viceroy Velouté), Regular Size, 20 and 25 cigarettes recalled due to Fire Hazard ",Fire Hazard,5.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2022,June,Consumer product
