,Date,Item,Nb_affected_models,Category,Published by,Audience,Recall class,Recall type,Year,Month,Recall Category,Sub Issue,Food_Issue
122,2022-08-10,Sher the Love brand Fruit and Veggie Squares recalled due to improperly declared milk,6.0,Grain products,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,August,Food,Allergen,Allergen
123,2022-08-09,Circle K brand Classic Potato Chips recalled due to undeclared milk,2.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,August,Food,Allergen,Allergen
124,2022-08-05,Amy's brand Vietnamese Banh Mi Wrap recalled due to incomplete labelling for mustard,2.0,Multiple food items,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,August,Food,Allergen,Allergen
125,2022-08-04,Mother Dairy brand Paneer Fresh Cheese recalled due to generic E. coli,2.0,Dairy,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,August,Food,Microbial Contamination,Microbiological Contamination
126,2022-08-04,Sober Island brand OG Oysters recalled due to generic E. coli,2.0,Fish and seafood,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 1,notification,2022,August,Food,Microbial Contamination,Microbiological Contamination
127,2022-08-04,Adonis brand All Dressed Mini Pizzas and Hot Dog Rolls recalled due to undeclared pea protein,3.0,Multiple food items,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,August,Food,Allergen,Allergen
128,2022-07-29,Vicentina Fine Foods Gourmet brand lasagna products recalled due to undeclared egg,6.0,Multiple food items,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,July,Food,Allergen,Allergen
129,2022-07-28,Certain Groove Chocolate brand and Daniel Chocolates brand dark chocolate bars recalled due to undeclared milk,4.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2022,July,Food,Allergen,Allergen
130,2022-07-28,Sask Prairie brand Dill Pickle Flavoured Vodka recalled due to pieces of glass,2.0,Alcoholic,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,July,Food,Extraneous Material,Extraneous Material
131,2022-07-27,Vicentina Fine Foods Gourmet brand Meat Lasagna recalled due to undeclared cashew,2.0,Multiple food items,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2022,July,Food,Allergen,Allergen
132,2022-07-26,"Organic Traditions brand dark chocolate covered nut products recalled due to possible undeclared milk, cashew, milk, almond and/or hazelnut",9.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,July,Food,Allergen,Allergen
133,2022-07-25,Irresistibles brand Sesame Asian Style Dressing recalled due to spoilage,2.0,Condiments,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,July,Food,Microbial Contamination,Microbiological Contamination
134,2022-07-23,Certain That's it. brand Dark Chocolate Truffles recalled due to undeclared milk,3.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2022,July,Food,Allergen,Allergen
135,2022-07-22,Certain Organic Traditions brand dark chocolate nut products recalled due to undeclared milk and hazelnut,3.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,July,Food,Allergen,Allergen
136,2022-07-21,Certain Zabiha Halal brand and Maple Lodge Farms brand Chicken Wiener products recalled due to undeclared pea protein,4.0,Processed,Maple Lodge Farms Ltd.,General Public,Class 2,food recall warning,2022,July,Food,Allergen,Allergen
137,2022-07-20,Certain Enjoy Life brand Soft Baked Cookies – Chocolate Chip recalled due to possible presence of pieces of plastic,2.0,Grain products,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2022,July,Food,Extraneous Material,Extraneous Material
138,2022-07-18,Knorr Professional Soup du jour brand Red Thai Curry Chicken with Rice Soup Mix recalled due to undeclared milk,2.0,Multiple food items,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 1,notification,2022,July,Food,Allergen,Allergen
139,2022-07-18,Various brands of chocolate products recalled due to improperly declared milk,10.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,July,Food,Allergen,Allergen
140,2022-07-15,Crave Stevia brand chocolate products recalled due to undeclared milk,7.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2022,July,Food,Allergen,Allergen
141,2022-07-15,Stuffed Fish Ball recalled due to undeclared egg,2.0,Frozen,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2022,July,Food,Allergen,Allergen
142,2022-07-15,Fry's brand Orange Cream (Dark Chocolate Bar) recalled due to undeclared milk,2.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,July,Food,Allergen,Allergen
143,2022-07-12,Enoki Mushroom recalled due to Listeria monocytogenes,2.0,Fresh,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2022,July,Food,Microbial Contamination,Microbiological Contamination
144,2022-07-08,Various brands of Palm Oil recalled due to Salmonella ,6.0,Other,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 1,notification,2022,July,Food,Microbial Contamination,Microbiological Contamination
145,2022-07-05,That's It. brand Dark Chocolate Fig Truffles recalled due to undeclared milk,2.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,July,Food,Allergen,Allergen
146,2022-07-01,Certain Enjoy Life brand bakery products recalled due to possible presence of pieces of plastic,7.0,Grain products,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2022,July,Food,Extraneous Material,Extraneous Material
147,2022-07-01,TWA Fungi brand King Oyster Mushroom recalled due to Listeria monocytogenes,2.0,Fresh,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2022,July,Food,Microbial Contamination,Microbiological Contamination
148,2022-06-30,RemarkaBall brand Crunchy Energy Balls recalled due to undeclared milk,3.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2022,June,Food,Allergen,Allergen
149,2022-06-29,Shortage of infant formulas for babies with food allergies: what you should know and do,1.0,Infant products,Health product,General Public,Class 1,public advisory,2022,June,Food,Supply,Other
150,2022-06-28,Lao Beijing brand Drinkable Yogurt recalled due to mould,5.0,Dairy,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,June,Food,Microbial Contamination,Microbiological Contamination
151,2022-06-24,T.A.S. brand Coconut Water recalled due to undeclared milk,2.0,Non-alcoholic,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2022,June,Food,Allergen,Allergen
152,2022-06-24,Gelato Artigianale al gusto di Raspberry Gelato recalled due to possible norovirus contamination of raspberries used in product,2.0,Dairy,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2022,June,Food,Microbial Contamination,Microbiological Contamination
153,2022-06-24,Raaka brand Coconut Milk Unroasted Dark Chocolate 60% Cacao recalled due to undeclared sesame,2.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,June,Food,Allergen,Allergen
154,2022-06-24,Shrimp dumpling with fish wrapper recalled due to undeclared egg,2.0,Frozen,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2022,June,Food,Allergen,Allergen
155,2022-06-23,Master Chocolat Bernard brand Dark Chocolate Chips recalled due to undeclared milk,2.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,June,Food,Allergen,Allergen
156,2022-06-23,Various brands of Ginger Cookies and Oatmeal Choc Chip Cookies recalled due to pieces of metal,5.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,June,Food,Extraneous Material,Extraneous Material
157,2022-06-23,Crave Stevia brand Dark All Natural Chocolate recalled due to undeclared milk,2.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2022,June,Food,Allergen,Allergen
158,2022-06-21,RemarkaBall brand Crunchy Almond Crunchy Energy Balls recalled due to undeclared milk,2.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,June,Food,Allergen,Allergen
159,2022-06-21,Fresh Prep brand Creamy Basil Pesto Gnocchi recalled due to undeclared wheat,2.0,Multiple food items,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,June,Food,Allergen,Allergen
160,2022-06-19,Certain Abbott brand powdered infant formula products recalled due to possible Cronobacter sakazakii and Salmonella ,5.0,Infant products,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2022,June,Food,Microbial Contamination,Microbiological Contamination
161,2022-06-18,Certain Revive Superfoods brand Smoothies and Oats recalled due to possible norovirus contamination of raspberries used in these products,8.0,Oatmeal,Revive Organics Inc.,General Public,Class 2,food recall warning,2022,June,Food,Microbial Contamination,Microbiological Contamination
162,2022-06-17,Irresistibles brand Sesame Asian Style Dressing recalled due to spoilage,2.0,Other,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,June,Food,Microbial Contamination,Microbiological Contamination
163,2022-06-10,Alasko brand IQF Whole Raspberries recalled due to norovirus,2.0,Frozen,Canadian Food Inspection Agency,General Public,Class 1,notification,2022,June,Food,Microbial Contamination,Microbiological Contamination
164,2022-06-08,"Certain Rico ‘n Lalo brand and Mini Lalo brand frozen bars recalled due to undeclared hazelnut, milk and sulphites ",3.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2022,June,Food,Allergen,Allergen
165,2022-06-03,Baril brand Processed Potatoes recalled due to pieces of metal,2.0,Fresh,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 1,notification,2022,June,Food,Extraneous Material,Extraneous Material
166,2022-06-02,Certain Tri-Star Seafood Supply Ltd. Spot Prawns recalled due to norovirus,3.0,Fresh,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2022,June,Food,Microbial Contamination,Microbiological Contamination
167,2022-06-02,Freshprep brand Crunchy Caesar Salad recalled due to undeclared milk,2.0,Multiple food items,Canadian Food Inspection Agency,General Public,Class 1,notification,2022,June,Food,Allergen,Allergen
168,2022-06-01,Whole raspberries (frozen) recalled due to norovirus,2.0,Frozen,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2022,June,Food,Microbial Contamination,Microbiological Contamination
169,2022-05-31,Certain Tri-Star Seafood Supply Ltd. brand Live Spot Prawns recalled due to norovirus,2.0,Fresh,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2022,May,Food,Microbial Contamination,Microbiological Contamination
170,2022-05-26,Certain Sweet Spot Chocolate Shop brand peanut butter-containing chocolates recalled due to Salmonella,23.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2022,May,Food,Microbial Contamination,Microbiological Contamination
171,2022-05-24,Rogers brand Golden Yellow Sugar recalled due to pieces of plastic,2.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,May,Food,Extraneous Material,Extraneous Material
172,2022-05-22,Certain Jif brand Peanut Butters  recalled due to Salmonella,12.0,Other,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2022,May,Food,Microbial Contamination,Microbiological Contamination
173,2022-05-20,Cebu's Dried Fish brand Dried Silver Fish (Bol S Dilis) recalled due to histamine,2.0,Fish and seafood,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,May,Food,Chemical,Other
174,2022-05-19,Lafleur Original brand Wieners recalled due to texture and appearance issues,2.0,Processed,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2022,May,Food,Other,Other
175,2022-05-17,Suzie's brand Organic Cocktail Sauce recalled due to spoilage,2.0,Condiments,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,May,Food,Microbial Contamination,Microbiological Contamination
176,2022-05-16,"Life Savers, Skittles and Starburst brand gummies recalled due to pieces of metal",10.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,May,Food,Extraneous Material,Extraneous Material
177,2022-05-15,Below Zero brand Whole Raspberries IQF recalled due to Norovirus,2.0,Frozen,Canadian Food Inspection Agency,General Public,Class 1,notification,2022,May,Food,Microbial Contamination,Microbiological Contamination
178,2022-05-13,Jumbo brand Melk Chocopasta (Milk Chocolate Spread) recalled due to undeclared hazelnuts,2.0,"Candy, confectionary, snacks and sweeteners",Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2022,May,Food,Allergen,Allergen
