,Date,Item,Brand,Product,Issue,Nb_affected_models,Alert / recall type,Category,Companies,Published by,Audience,Recall class,Recall type,Identification number,Starting date:,Type of communication:,Alert sub-type:,Subcategory:,Hazard classification:,Source of recall:,Recalling firm:,Distribution:,Extent of the product distribution:,CFIA reference number:,Issue:,Audience:,Identification number:,Posting date:
0,2022-10-21,"
Bonta brand Pepperonata recalled due to pieces of glass
",Bonta,Pepperonata,Food - Extraneous Material,2.0,Notification,Food - Condiments,A. Bosa & Co. Ltd.,Canadian Food Inspection Agency,Retail,Retail,notification,"
15232
",,,,,,,,,,,,,,
0,2022-10-18,"
Enoki Mushroom recalled due to Listeria monocytogenes
",,Enoki Mushroom,Food - Microbial Contamination - Listeria,2.0,Food recall warning,Food - Fruits and vegetables - Fresh,Goldenway Import and Export,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-10-14,"
Abbott brand Similac Sterilized Water recalled due to spoilage
",Abbott,Similac Sterilized Water,Food - Microbial Contamination - Non harmful (quality or spoilage),2.0,Notification,Food - Beverages - Non-alcoholic,Abbott,Canadian Food Inspection Agency,"Hotels, restaurants and institutions","Hotels, restaurants and institutions",notification,"
15217
",,,,,,,,,,,,,,
0,2022-10-14,"
Certain Circle K / Couche Tard brand Sandwiches recalled due to Listeria monocytogenes
",Circle K / Couche Tard,Sandwiches,Food - Microbial Contamination - Listeria,15.0,Food recall warning,Food - Multiple food items,Aristo Cuisine,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-10-14,"
Aman's brand Mango Chutney recalled due to pieces of glass
",Aman's,Mango Chutney,Food - Extraneous Material,2.0,Notification,Food - Other,Quality International Foods,Canadian Food Inspection Agency,Retail,Retail,notification,"
15211
",,,,,,,,,,,,,,
0,2022-10-13,"
Le Verger à Ti-Paul brand ""Le pieux - Cidre de feu"" recalled due to lead
",Le Verger à Ti-Paul,"""Le pieux - Cidre de feu""",Food - Chemical - Contamination,2.0,Notification,Food - Beverages - Alcoholic,Le Verger à Ti-Paul,Canadian Food Inspection Agency,Retail,Retail,notification,"
15222
",,,,,,,,,,,,,,
0,2022-10-07,"
Certain Circle K / Couche Tard brand Sandwiches recalled due to Listeria monocytogenes
",Circle K / Couche Tard,Sandwiches,Food - Microbial Contamination - Listeria,3.0,Food recall warning,Food - Multiple food items,Aristo Cuisine,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-10-06,"
Certain Nature’s Best brand and Zavat Chalav brand cheese products recalled due to Listeria monocytogenes
","Nature’s Best, Zavat Chalav",Mozzarella and Cheddar Cheese ,Food - Microbial Contamination - Listeria,7.0,Food recall warning,Food - Dairy,Gaton’s Foods Dairy,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-10-04,"
Certain Nature's Best brand and Zavat Chalav brand Mozzarella Cheese products recalled due to Listeria monocytogenes
",Nature's Best,Mozzarella Cheese,Food - Microbial Contamination - Listeria,4.0,Food recall warning,Food - Dairy,Gaton's Foods Dairy,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-10-04,"
Le Verger à Ti-Paul brand Cider recalled due to lead
",Le Verger à Ti-Paul,Cider,Food - Chemical - Contamination,3.0,Notification,Food - Beverages - Alcoholic,Le Verger à Ti-Paul Inc.,Canadian Food Inspection Agency,Retail,Retail,notification,"
15201
",,,,,,,,,,,,,,
0,2022-10-04,"
No brand Low-Fat Mozzarella Cheese recalled due to Listeria monocytogenes
",,Low-Fat Mozzarella Cheese,Food - Microbial Contamination - Listeria,2.0,Notification,Food - Dairy,Bright Cheese & Butter Mfg. Company Limited,Canadian Food Inspection Agency,Warehouse,Warehouse,notification,"
15202
",,,,,,,,,,,,,,
0,2022-09-27,"
Various brands of oysters recalled by Oyster Kings Inc. due to Salmonella
",Acadian Gold Oysters,Oysters,Food - Microbial Contamination - Salmonella,20.0,Food recall warning,Food - Fish and seafood - Fresh,Oyster Kings Inc.,Canadian Food Inspection Agency,"General public
Hotels, restaurants and institutions",Class 2,food recall warning,,,,,,,,,,,,,,,
0,2022-09-23,"
Bliss Balls brand Chocolate Coconut Cream recalled due to undeclared milk
",Bliss Balls,Chocolate Coconut Cream,Food - Allergen - Milk,2.0,Notification,"Food - Candy, confectionary, snacks and sweeteners",Jiva Organics Manufacturing & Distributing Inc.,Canadian Food Inspection Agency,Retail,Retail,notification,"
15198
",,,,,,,,,,,,,,
0,2022-09-22,"
No brand German Frikadellen recalled due to undeclared gluten and wheat
",None - Messenger Meats Plant 580,German Frikadellen,Food - Allergen - Gluten,2.0,Notification,Food - Multiple food items,Messinger Meats,Canadian Food Inspection Agency,Retail,Retail,notification,"
15195
",,,,,,,,,,,,,,
0,2022-09-21,"
Fresh and Local brand Turkey, Bacon Sub recalled due to Listeria monocytogenes
",Fresh and Local,"Turkey, Bacon Sub",Food - Microbial Contamination - Listeria,2.0,Food recall warning,Food - Other,CLS Catering Services Ltd.,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-09-18,"
K-Fresh Fresh Produce brand Enoki Mushroom recalled due to Listeria monocytogenes
",K-Fresh Fresh Produce,Enoki Mushroom,Food - Microbial Contamination - Listeria,2.0,Food recall warning,Food - Fruits and vegetables - Fresh,Kam Ding Investment Ltd.,Canadian Food Inspection Agency,"

General public

",,food recall warning,,,,,,,,,,,,,,,
0,2022-09-16,"
Viana brand Veggie Cevapcici recalled due to undeclared almond
",Viana,Veggie Cevapcici,Food - Allergen - Tree nut,2.0,Food recall warning,Food - Other,"Tofutown North America, Inc.",Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-09-15,"
Various brands of salad products recalled due to pieces of plastic
",Compliments,Salad products,Food - Extraneous Material,38.0,Notification,Food - Fruits and vegetables - Fresh,Vegpro International Inc.,Canadian Food Inspection Agency,Retail,Retail,notification,"
15171
",,,,,,,,,,,,,,
0,2022-09-15,"
Eden brand Organic Apple Juice recalled due to patulin
",Eden,Organic Apple Juice,Food - Chemical - Contamination,3.0,Notification,Food - Beverages - Non-alcoholic,Eden Foods,Canadian Food Inspection Agency,Retail,Retail,notification,"
15183
",,,,,,,,,,,,,,
0,2022-09-09,"
M&M Food Market brand Prime Rib Beef Burgers recalled due to undeclared gluten and wheat
",M&M Food Market,Prime Rib Beef Burgers,Food - Allergen - Gluten,2.0,Notification,Food - Meat and poultry - Frozen,Cardinal Meat Specialists Ltd.,Canadian Food Inspection Agency,Retail,Retail,notification,"
15174
",,,,,,,,,,,,,,
0,2022-09-09,"
Calvé brand « Pindasaus » recalled due to pieces of rubber
",Calvé,Pindasaus,Food - Extraneous Material,5.0,Notification,Food - Other,"Custan Food Group Inc.
Norwich Deli & Bakery
The Dutch Shop
Tradewindz Imported Foods",Canadian Food Inspection Agency,Retail,Retail,notification,"
15178, 15179, 15187, 15189
",,,,,,,,,,,,,,
0,2022-09-02,"
Enoki Mushroom recalled due to Listeria monocytogenes
",,Enoki Mushroom,Food - Microbial Contamination - Listeria,2.0,Food recall warning,Food - Fruits and vegetables - Fresh,WK Produce,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-09-02,"
Bonvallis brand Nevat (cheese) recalled due to generic E. coli
",Bonvallis,Nevat (cheese),Food - Microbial Contamination - E. Coli - non-pathogenic,2.0,Notification,Food - Dairy,Les Fromageries Pimar Inc.,Canadian Food Inspection Agency,Retail,Retail,notification,"
15166
",,,,,,,,,,,,,,
0,2022-09-01,"
Mr. Right brand Keampferia Galanga Powder (sand ginger powder) recalled due to aconitine contamination
",Mr. Right,Keampferia Galanga Powder (sand ginger powder),Food - Chemical,2.0,Food recall warning,Food - Herbs and spices,Ka Wing Hong,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-08-31,"
Enoki Mushroom recalled due to Listeria monocytogenes
",,Enoki Mushroom,Food - Microbial Contamination - Listeria,2.0,Food recall warning,Food - Fruits and vegetables - Fresh,WK Produce,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-08-30,"
Lamb's Supreme brand Shredded IQF Hash Browns recalled due to Listeria monocytogenes
",Lamb's Supreme,Shredded IQF Hash Browns,Food - Microbial Contamination - Listeria,2.0,Notification,Food - Fruits and vegetables - Frozen,Lamb Weston,Canadian Food Inspection Agency,"Hotels, restaurants and institutions","Hotels, restaurants and institutions",notification,"
15159
",,,,,,,,,,,,,,
0,2022-08-29,"
Nature's Intent brand Dark Chocolate Enrobed Pineapples recalled due to undeclared milk
",Nature's Intent,Dark Chocolate Enrobed Pineapples,Food - Allergen - Milk,2.0,Notification,Food - Multiple food items,"Nature's Intent, LLC",Canadian Food Inspection Agency,Retail,Retail,notification,"
15158
",,,,,,,,,,,,,,
0,2022-08-26,"
Lamb's Supreme brand Shredded IQF Hash Browns recalled due to Listeria monocytogenes
",Lamb's Supreme,Shredded IQF Hash Browns,Food - Microbial Contamination - Listeria,2.0,Notification,Food - Fruits and vegetables - Frozen,Gordon Food Service,Canadian Food Inspection Agency,"Hotels, restaurants and institutions","Hotels, restaurants and institutions",notification,"
15155
",,,,,,,,,,,,,,
0,2022-08-26,"
4 In. Split Top Brioche Style Buns recalled due to potential presence of dangerous bacteria and Cronobacter sakazakii 
",,4 In. Split Top Brioche Style Bun,Food - Microbial Contamination - Clostridium botulinum,2.0,Notification,"Food - Nuts, grains, and seeds",GFS Canada,Canadian Food Inspection Agency,"Hotels, restaurants and institutions","Hotels, restaurants and institutions",notification,"
15150
",,,,,,,,,,,,,,
0,2022-08-24,"
Mother Dairy brand Paneer Fresh Cheese recalled due to generic E. coli
",Mother Dairy,Paneer Fresh Cheese,Food - Microbial Contamination - E. Coli - non-pathogenic,3.0,Notification,Food - Dairy,Mother Dairy,Canadian Food Inspection Agency,Retail,Retail,notification,"
15144
",,,,,,,,,,,,,,
0,2022-08-24,"
Mrakovic Fine Foods brand Natural Chicken Burger recalled due to undeclared egg
",Mrakovic Fine Foods,Natural Chicken Burger,Food - Allergen - Egg,2.0,Notification,Food - Meat and poultry - Frozen,Mrakovic Fine Foods Inc.,Canadian Food Inspection Agency,Retail,Retail,notification,"
15122
",,,,,,,,,,,,,,
0,2022-08-24,"
Life120 brand ""Ricotta Di Bufala Campana Dop"" recalled due to generic E. coli
",Life120,"""Ricotta Di Bufala Campana Dop""",Food - Microbial Contamination - E. Coli - non-pathogenic,2.0,Notification,Food - Dairy,La Fromagerie Hamel / Les Fromageries Pimar Inc.,Canadian Food Inspection Agency,Retail,Retail,notification,"
15151
",,,,,,,,,,,,,,
0,2022-08-19,"
Food Recall Warning (Allergen) – Cache Cuisine brand Pro-licious Protein Pancake & Waffle Mix recalled due to improperly undeclared milk
",Cache Cuisine,Pro-licious Protein Pancake & Waffle Mix,Food - Allergen - Milk,2.0,Food recall warning,Food - Grain products,Cache Cuisine Inc.,Canadian Food Inspection Agency,General public,Class 2,food recall warning,,,,,,,,,,,,,,,
0,2022-08-19,"
Food Recall Warning (Allergen) – Mastro San Daniele brand Charcuterie Trio – Prosciutto Cotto, Capocollo, Mortadella recalled due to undeclared milk
",Mastro San Daniele,"Charcuterie Trio – Prosciutto Cotto, Capocollo, Mortadella",Food - Allergen - Milk,2.0,Food recall warning,Food - Meat and poultry - Processed,Sofina Foods Inc.,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-08-19,"
Delizia brand Vegetarian Ham recalled due to undeclared gluten and wheat
",Delizia,Vegetarian Ham,Food - Allergen - Gluten,2.0,Notification,Food - Other,Chuang's Company Ltd.,Canadian Food Inspection Agency,Retail,Retail,notification,"
15148
",,,,,,,,,,,,,,
0,2022-08-19,"
Supherb Farms brand Fresh Frozen Dill and Fresh Frozen Jalapeño Red recalled due to Listeria monocytogenes
",Supherb Farms,Fresh Frozen Dill and Fresh Frozen Jalapeño Red,Food - Microbial Contamination - Listeria,3.0,Notification,Food - Fruits and vegetables - Frozen,Food - Herbs and spices,La Cie McCormick Canada Inc.,Canadian Food Inspection Agency,"Hotels, restaurants and institutions",notification,"
15139
",,,,,,,,,,,,,,
0,2022-08-16,"
Mother Dairy brand Paneer Fresh Cheese recalled due to generic E. coli
",Mother Dairy,Paneer Fresh Cheese,Food - Microbial Contamination - E. Coli - non-pathogenic,2.0,Notification,Food - Dairy,Mother Dairy,Canadian Food Inspection Agency,Retail,Retail,notification,"
15132
",,,,,,,,,,,,,,
0,2022-08-15,"
Best Buy brand Chicken Tournedos with Bacon recalled due to pieces of bone
",Best Buy,Chicken Tournedos with Bacon,Food - Extraneous Material,2.0,Notification,Food - Meat and poultry - Frozen,Service Alimentaire Desco Inc.,Canadian Food Inspection Agency,Retail,Retail,notification,"
15130
",,,,,,,,,,,,,,
0,2022-08-12,"
Supherb Farms brand IQF Dill recalled due to Listeria monocytogenes
",Supherb Farms,IQF Dill,Food - Microbial Contamination - Listeria,2.0,Notification,Food - Herbs and spices,Caldic Canada Inc.,Canadian Food Inspection Agency,Manufacturers,Manufacturers,notification,"
15129
",,,,,,,,,,,,,,
0,2022-08-12,"
Green Garden brand Fresh Mint recalled due to generic E. coli
",Green Garden,Fresh Mint,Food - Microbial Contamination - E. Coli - non-pathogenic,2.0,Notification,Food - Herbs and spices,Green Garden,Canadian Food Inspection Agency,Warehouse,Warehouse,notification,"
15126
",,,,,,,,,,,,,,
0,2022-08-11,"
Crescent brand Pastrami and Turkey Breast - Tuscan Flavoured recalled due to Listeria monocytogenes
",Crescent,"Pastrami, Turkey Breast - Tuscan Flavoured",Food - Microbial Contamination - Listeria,3.0,Food recall warning,Food - Meat and poultry - Processed,Tony's Meats Ltd.,Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
0,2022-08-10,"
Taste of Ukraine brand Chicken Pelmeni recalled due to undeclared milk
",Taste of Ukraine,Chicken Pelmeni,Food - Allergen - Milk,3.0,Notification,Food - Multiple food items,A Taste of Ukraine Catering Ltd.,Canadian Food Inspection Agency,Retail,Retail,notification,"
15112
",,,,,,,,,,,,,,
0,2022-08-10,"
Delizia brand Vegetarian Ham recalled due to undeclared gluten and wheat
",Delizia,Vegetarian Ham,Food - Allergen - Gluten,2.0,Notification,Food - Other,Chuang's Company Ltd.,Canadian Food Inspection Agency,Retail,Class 2,notification,,,,,,,,,,,,,,,
0,2022-08-10,"
Sher the Love brand Fruit and Veggie Squares recalled due to improperly declared milk
",Sher the Love,Fruit and Veggie Squares,Food - Allergen - Milk,6.0,Notification,Food - Grain products,Sher Produce,Canadian Food Inspection Agency,Retail,Retail,notification,"
15133
",,,,,,,,,,,,,,
0,2022-08-09,"
Circle K brand Classic Potato Chips recalled due to undeclared milk
",Circle K,Classic Potato Chips,Food - Allergen - Milk,2.0,Notification,"Food - Candy, confectionary, snacks and sweeteners",Olde York Potato Chips,Canadian Food Inspection Agency,Retail,Retail,notification,"
15109
",,,,,,,,,,,,,,
0,2022-08-05,"
Amy's brand Vietnamese Banh Mi Wrap recalled due to incomplete labelling for mustard
",Amy's,Vietnamese Banh Mi Wrap,Food - Allergen - Mustard,2.0,Notification,Food - Multiple food items,Amy's Kitchen Inc.,Canadian Food Inspection Agency,Retail,Retail,notification,"
15115
",,,,,,,,,,,,,,
0,2022-08-04,"
Mother Dairy brand Paneer Fresh Cheese recalled due to generic E. coli
",Mother Dairy,Paneer Fresh Cheese,Food - Microbial Contamination - E. Coli - non-pathogenic,2.0,Notification,Food - Dairy,Mother Dairy CA,Canadian Food Inspection Agency,Retail,Retail,notification,"
15114
",,,,,,,,,,,,,,
0,2022-08-04,"
Sober Island brand OG Oysters recalled due to generic E. coli
",Sober Island,OG Oysters,Food - Microbial Contamination - E. Coli - other pathogenic,2.0,Notification,Food - Fish and seafood,A.C. Covert Distributors / True North Seafood Company,Canadian Food Inspection Agency,"Hotels, restaurants and institutions
Retail","Hotels, restaurants and institutions",notification,"
15113
",,,,,,,,,,,,,,
0,2022-08-04,"
Adonis brand All Dressed Mini Pizzas and Hot Dog Rolls recalled due to undeclared pea protein
",Adonis,All dressed mini pizzas and hot dog rolls,Food - Allergen - Other,3.0,Notification,Food - Multiple food items,Cuisine Centrale Prêt-à-Manger Inc.,Canadian Food Inspection Agency,Retail,Retail,notification,"
15100
",,,,,,,,,,,,,,
0,2022-07-29,"
Vicentina Fine Foods Gourmet brand lasagna products recalled due to undeclared egg
",Vicentina Fine Foods Gourmet,Lasagna products,Food - Allergen - Egg,6.0,Notification,Food - Multiple food items,Vicentina Fine Italian Foods,Canadian Food Inspection Agency,Retail,Retail,notification,"
15107
",,,,,,,,,,,,,,
0,2022-07-28,"
Certain Groove Chocolate brand and Daniel Chocolates brand dark chocolate bars recalled due to undeclared milk
",Groove Chocolate,Certain dark chocolate bars,Food - Allergen - Milk,4.0,Food recall warning,"Food - Candy, confectionary, snacks and sweeteners","Daniel Chocolates
Groove Chocolate Inc.",Canadian Food Inspection Agency,General public,Class 1,food recall warning,,,,,,,,,,,,,,,
